words,sentiment_coeff
fair,-8.411020276391618
le,-13.580550095638452
plus,-10.913901746698963
tout,-9.05951092916661
franc,-8.900034223501248
aller,-15.65123381469548
fran,-7.181041227348785
visag,3.593194616538533
sident,-7.337480939084523
macron,-6.906819629157029
pr,-8.027527717158572
vous,-12.977060214778954
et,-15.245033240030617
il,-19.043677884376642
pouvoir,-10.333600237038802
pour,-14.40100679128702
ai,-7.296250105159061
merc,-3.6674403407452867
dir,-18.929658144407032
tre,-9.18665743065556
bien,-17.387383373219052
comm,-13.260270569437258
ce,-10.148541793617229
pay,-9.242651074093889
non,-10.698406778761212
un,-27.89216719550124
europ,-10.538895447001266
an,-12.935756609869523
parl,-19.411777838703667
sol,1.34040483234362
si,-19.04079608068943
falloir,-13.736568632975192
voir,-20.39357436252894
peupl,-7.58347406571388
larm,1.856801926302779
vouloir,-12.922978478246737
quand,-18.678242890286167
rien,-21.37941742072366
guerr,-10.804074147476499
arbre,-12.136411041024985
on,-41.19179036999543
autr,-10.740723234420852
je,-15.593056379720736
en,-13.386714131405427
tr,-24.08817799866282
bon,-11.166558366475998
monsieur,-13.804321273496823
devoir,-8.212424840498711
pens,-25.884195514706896
re,-14.47825419897923
san,-17.50685161034804
tu,-31.589904268805952
encor,-14.11088712971096
mond,-32.95421480499839
quel,-25.59934503568513
r,-18.258597905598347
part,-12.951090608937204
savoir,-14.948875301568401
paix,-19.891941555348964
vrai,-19.620290501637143
auss,-12.99386115085803
mettr,-14.196975764480717
arr,-12.518143714844632
alor,-21.6560010709366
prendr,-9.522953063730393
avoir,-16.296128909681308
oui,-28.079174422093786
mais,-19.72909904677971
contr,-8.32965208337489
celui,-11.988487332677504
depuis,-13.619659600400484
quoi,-23.42016521603486
br,-8.74330734344918
toujour,-17.951249078615678
droit,-19.82745196833025
riantroul,1.3316773665865314
ukrain,-9.469977906287568
jour,-10.577938091027551
joievisag,2.041772707196842
de,-10.635610296296024
pass,-30.390679027369405
retrait,-13.300256002361607
int,-9.468229565126771
cel,-12.479306016586007
donc,-17.293287427585614
temp,-14.469092962745474
ter,-11.522711179457716
grand,-27.427578676711995
person,-13.541152113725337
pourquoi,-13.040603625479521
jam,-15.896087887270776
pet,-26.712417639401153
ver,-5.117273353679733
coeur,0.0
roul,1.616191722829005
polit,-10.128239682110525
seul,-18.219088265838142
fort,-29.21610917328646
vi,-11.425052015331257
plant,-25.716804752975037
fait,-17.61760953480469
just,-24.7639446173947
don,-22.491032482478534
russ,-9.422341995669079
mr,-15.927822822097118
croir,-4.785804304579638
fin,-33.14524394177734
gouvern,-14.878543399450717
ven,-28.28630961602016
nous,-10.918314496176846
ni,-12.899002721006847
ais,-11.279057542566525
manu,-19.215926851314475
apr,-20.847492895945244
aucun,-11.99823461147136
milliard,-14.958974941086936
entre,-14.903163064158367
occup,-18.282564470504088
main,-7.2416288700361315
t,-11.688426221302972
lul,-17.790021235050197
coup,-22.62629429283154
gal,-16.126316722896743
oeil,4.548293798483215
joi,2.1872448650707166
peu,-12.263135180492773
ue,-19.944489880350503
moin,-15.837174042845746
tair,-13.38021120530543
pompi,-14.134807197034373
sourir,2.9062609825966503
con,-26.06656835549554
tat,-9.435986947099684
car,-13.34977170728348
cr,-23.606869150402378
sil,-9.82189525199976
moyen,-4.854879730561992
comment,-18.548551159159462
nouveau,-36.24299245205815
gen,-8.328000436039522
roug,0.0
hont,-31.61192750960939
mieux,-22.433489723597127
que,-14.397847966544814
chos,-22.527323202407707
laiss,-19.297943979951835
avant,-19.366539884122762
aim,-7.764199218906708
public,-13.341612471634345
commenc,-17.215831280045503
mainten,-16.249808965156877
beaucoup,-6.759321542289231
ann,-14.587482654481372
compt,-5.8748155809185985
lir,-27.433220538921898
pai,-11.935166236835459
mal,-19.878518767422307
pauvr,-25.809701413053205
aid,-11.826736947336691
point,-4.597619280373515
loi,-10.251981498993453
ah,-40.62226604393097
trop,-31.243941495536152
afriqu,-11.909236612668131
sent,-19.59539701022122
travaill,-11.374838858337785
homm,-19.01489648942844
prix,-13.903908526921654
rest,-16.729122784224
tel,-10.587084729372501
foutr,-19.2695318029747
fois,-21.54619792622308
raison,-7.0453155422861276
leur,-11.660390776994728
mot,-36.95933956500868
er,-14.277483570162614
esp,-20.16493274133057
pas,-27.572523797360592
for,-13.789380234887012
continu,-31.327357879667062
surtout,-17.174224848677625
lol,-2.7403671375339327
agress,-17.661303844456715
sous,-18.215771293112233
mensong,-28.949169027894964
certain,-14.340100675743551
merd,-26.86601461217637
sort,-27.28028941292292
arriv,-15.304168096395246
pend,-25.410325712194297
quelqu,-12.805971949342869
bas,-11.585216759505588
import,-23.1204422177035
respect,-13.17069031972925
union,-17.355387162682515
ment,-20.468668578474436
demand,-24.21574180470707
attendr,-34.75264713702825
ri,1.6195929360216035
gueul,-16.36479498661684
plac,-31.52853310836866
arm,-13.881942901949625
argent,-19.98558258576997
parc,-24.097123230404044
cher,-25.53740368941481
ch,-24.951637881916522
pen,-19.059560467230252
vaccin,-22.233394798357516
comprendr,-21.805351673999166
mocrat,-10.879897117655052
regard,-21.92837512500892
chez,-20.31402042330471
sor,-10.780537872996675
aujourd,-13.630294444840686
vot,-14.786922560236512
histoir,-29.73240493314032
deven,-13.509577942059995
arme,-15.98555705829599
cynism,-22.268233203776095
million,-26.79493043669003
licit,-19.95740923438061
bla,-4.97774855776338
bouch,3.021501614844878
au,-23.892581497444695
rdc,-15.1774205071434
accord,-19.40891607021688
ferm,-8.837106731285882
augment,-11.988551191342362
besoin,-19.14271511891878
ami,-27.780403531696663
rit,-13.832145016531495
rer,-12.919769656415381
probl,-19.024993752637354
allemagn,-22.808388118616026
deux,-26.18225237808537
votr,-21.10750395399114
enfant,-15.13056841192759
hui,-13.842890761827102
souten,-13.167080925284669
clown,3.4472643216170598
forc,-15.004880981472015
avec,-21.46673412382456
serv,-12.615415302710073
ensembl,-24.664662847418192
travail,-13.05412631908201
am,-16.247406679209035
rir,2.5823996845876183
mort,-35.03655392285148
chang,-15.589188056157685
lieu,-16.614730189040795
enfin,-13.52874603467041
cas,-14.581133343333063
lui,-27.50097733114643
mission,-35.55005165227163
extr,-17.70589471184329
mec,-6.2079610806614385
humain,-24.91662393261512
gros,-15.640641117192628
suspendr,-16.50494527389908
cout,-31.140949703164203
souri,3.02114945220757
clair,-11.94987895601953
tant,-22.76963210942057
pir,-16.955598343361334
palestin,-37.78181439087137
vit,-25.454249224718836
caus,-14.781919870216111
ten,-18.45538022476631
oubli,-19.892387905729386
